开始日期,结束日期,广告组合名称,货币,广告活动名称,广告组名称,零售商,投放,匹配类型,客户搜索词,展示量,点击量,点击率,每次点击成本,花费,七天总销售额,广告投入产出比总计,总广告投资回报率,七天总订单数,七天总销售量,七天的转化率,七天内单个商品广告销售量,七天内其他单个商品销售量,七天内广告单个产品销售额,七天内其他单个产品销售额
2025-05-15,2025/5/15,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,vacuum adapter 2 1/2 to 1 1/4,3,1,0.333333333,0.39,0.39,20.99,1.86%,53.82,1,1,1,0,1,0,20.99
2025-05-23,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,vacuum adapter 2 1/2 z 1 7/8,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,vacuum adapter 31.5mm,1,1,1,0.22,0.22,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,vacuum adapter kit,4,1,0.25,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,1 7/8 detailing,2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,1 7/8 vacuum attachments for car detailing,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,1 7/8 vacuum car detailing kit,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,1 7/8 vacuum hand detailing attachment,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,air compressor blower gun car detailing,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/12,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,auto detailing supplies,15,2,0.133333333,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,auto detailing tools,4,1,0.25,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/22,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car detail vacuum attachment,3,2,0.666666667,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car detailing 2 12gallon shop vac accessories,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car detailing extractor kit,4,1,0.25,0.39,0.39,15.19,2.57%,38.95,1,1,1,1,0,15.19,0
2025-05-13,2025/5/13,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car detailing kit vacuum attachments,11,1,0.090909091,0.39,0.39,18.88,2.07%,48.41,1,1,1,1,0,18.88,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car detailing shop vac,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car detailing steamer,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car detailing tools for shop vac,1,1,1,0.39,0.39,18.88,2.07%,48.41,1,1,1,1,0,18.88,0
2025-05-17,2025/5/17,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car detailing vacuum attachment,13,1,0.076923077,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,car vacuum detailing seat attachment,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,carpet striper car detailing,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing,118,4,0.033898305,0.39,1.56,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/24,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing accessories,32,4,0.125,0.3875,1.55,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/7,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing products,12,2,0.166666667,0.39,0.78,15.19,5.14%,19.47,1,1,0.5,1,0,15.19,0
2025-05-02,2025/5/2,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing steamer attachments,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing supplies,46,3,0.065217391,0.39,1.17,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing supplies vacuum,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing table ryobi,3,1,0.333333333,0.39,0.39,20.99,1.86%,53.82,1,1,1,0,1,0,20.99
2025-05-05,2025/5/8,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing tools,27,2,0.074074074,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,detailing vacuum hose kit,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,dewalt shop vac car detailing attachments,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,dewalt vacuum hose attachments car detailing,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,extractor vacuum car detailing 1.75ij,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,"happy tree universal fit all shop vacs with 2-1/2"" and 1-7/8"" and 1-1/4"" adapters wet-dry extraction accessory for upholstery & carpet cleaning and auto detailing, shop vac extractor attachment",2,1,0.5,0.37,0.37,23.39,1.58%,63.22,1,1,1,0,1,0,23.39
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,rigid shop vac detailing attachments,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,seat extractor for car detailing,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,shop vac detailing kit,9,1,0.111111111,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,shop vac for car detailing,10,1,0.1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,shop vacuum car detailing 2 1/2,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,shopvac attachment car detailing,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/15,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,shopvac car detailing kit,11,2,0.181818182,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,steamer for car detailing,29,5,0.172413793,0.38,1.9,18.88,10.06%,9.94,1,1,0.2,1,0,18.88,0
2025-05-17,2025/5/17,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacmaster attachment detailing,2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacmaster car detailing attachments,3,1,0.333333333,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum accessories for car detailing,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum adapter for car detailing,4,1,0.25,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum attachment detailing,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum attachments for car detailing,154,10,0.064935065,0.39,3.9,34.07,11.45%,8.74,2,2,0.2,2,0,34.07,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum cleaner attachments for car detailing,5,1,0.2,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum cleaner for detailing cars,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum hose detailing,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum nozzle for car detailing,8,2,0.25,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum suction for car detailing,1,1,1,0.39,0.39,18.88,2.07%,48.41,1,1,1,1,0,18.88,0
2025-05-19,2025/5/19,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,detailing,PHRASE,vacuum with detailing attachment,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C ABA broad 广泛,Others,Amazon,vacuum adapter,BROAD,2.5 to 1.78 vacuum hose adapter,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C ABA broad 广泛,Others,Amazon,vacuum adapter,BROAD,extractorplastic adapter for shop vacuum,1,1,1,0.2,0.2,20.99,0.95%,104.95,1,1,1,0,1,0,20.99
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C ABA broad 广泛,Others,Amazon,vacuum adapter,BROAD,vacuum hose adapters 2-1/2 in to 1 1/4in,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C ABA broad 广泛,Others,Amazon,vacuum adapter,BROAD,vacuum swivel adapter,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C ABA broad 广泛,Others,Amazon,vacuum adapter,BROAD,vacuum wheel adapter 2 1/2,1,1,1,0.2,0.2,18.88,1.06%,94.4,1,1,1,1,0,18.88,0
2025-05-25,2025/5/25,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Hose,Amazon,extractor hose,BROAD,universal extractor with hose,4,1,0.25,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vacuum extractor,PHRASE,shop vacuum extractor kit,1,1,1,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,1 1/4 shop vac inlet fitting,3,1,0.333333333,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,1 7/8 inch shop vac adapter,1,1,1,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,1.25 universal shop vac adaptor,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,1/4 in shop vac wet nozz;e,1,1,1,0.19,0.19,21.59,0.88%,113.63,1,1,1,0,1,0,21.59
2025-05-26,2025/5/26,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,12gal rigid shop vac replacement accessories￼,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,2 1/2 shop vac nozzle,2,1,0.5,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,"2 1⁄2"" shop vac extraction adapter",3,1,0.333333333,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,2.20-inch shop- vac adapter,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,5 gallon shop vac head,7,1,0.142857143,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,accessories for a 9 gallon bauer shop vac,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,one and 1 7/8 shop vac attachments￼,2,1,0.5,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,ridgid 9 gallon shop vac accessories1 7/8,2,1,0.5,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,shop vac 1 7/8 tread to 1 1/2,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,shop vac 2 1/4 car detailing,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,shop vac 3/4 round nozzle,2,1,0.5,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,shop vac 4 gallon attachment for water,2,1,0.5,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,shop vac attachment 2 1/4,2,1,0.5,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,shop vac extra wide floor nozzle,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,shop vac kit,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,shop vac parts 2/1/2 ex out plug,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,universal shop vac upholstery,2,2,1,0.19,0.38,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,vacmaster shop vac wet tool,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,vacuum tube for shop vac,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,velour 2.6 gallon shop vac parts,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Shop Vac,Amazon,shop vac,PHRASE,"water sucking attachment for shop vac, car detailing",2,1,0.5,0.24,0.24,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Others,Amazon,vacuum extractor,PHRASE,black and decker vacuum extractor kit,3,1,0.333333333,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Others,Amazon,vacuum adapter,PHRASE,1 7/8 to 1 1/4 vacuum adapter,4,1,0.25,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Others,Amazon,vacuum adapter,PHRASE,vacuum adapter 2 1/2 z 1 7/8,1,1,1,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Others,Amazon,detailing,PHRASE,pet hair removal tool for car detailing,1,1,1,0.12,0.12,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Carpet CCS1C,USD,Carpet CCS1C ABA phrase 词组,Others,Amazon,detailing,PHRASE,wet vac detailing kit,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum extractor,BROAD,industrial vacuum machine extractor,2,1,0.5,0.08,0.08,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum extractor,BROAD,stain extractor vacuum shop cac,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,carpet extractor,BROAD,extractor carpet machine,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,carpet extractor,BROAD,extractor shot vac carpet,3,1,0.333333333,0.25,0.25,18.88,1.32%,75.52,1,1,1,0,1,0,18.88
2025-05-01,2025/5/1,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,armorall extractor,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,bauer extractor head,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,better extractor kit,4,1,0.25,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,bissell little green machine extractor nozzle,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,clear vacume extractor head,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,extractor for 1 1/4,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,extractor head connector,4,1,0.25,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,extractor kit,6,1,0.166666667,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,extractor para agua para aspiradora marca riding,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,extractor universal,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,portable extractor,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,ridgid 2-1/2” or 1-7/8” extractor nozzle,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,shock vac extractor,2,1,0.5,0.25,0.25,13.99,1.79%,55.96,1,1,1,1,0,13.99,0
2025-05-09,2025/5/9,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,vacmaster beast extractor kit,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,vacmaster extractor,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,extractor,BROAD,water extractor head,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,auto detailing,BROAD,extractor vacuum car detailing attachment,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,auto detailing,BROAD,vacuum tips for car detailing,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum adapter,BROAD,1 1/4 to 1 7/8 vacuum hose adapter,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum adapter,BROAD,1 7/8 adapter vacuum,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum adapter,BROAD,1 7/8 vacuum cleaner adapter,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum adapter,BROAD,1-7/8 inch to 1.5 inch vacuum hose adapter,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum adapter,BROAD,2-1/2-inch to 1-1/4-inch universal vacuum hose adapters,1,1,1,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum adapter,BROAD,adapter for vacuum ways for carpet cleanig,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Carpet CCS1C,USD,Carpet CCS1C ABA abroad广泛,Others,Amazon,vacuum adapter,BROAD,vacuum hose adapters,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
